id,name,date_utc,status_name,status_abbrev,rocket,launchpad,location,flight_number,details,links_webcast,links_article,image
ff04cc6f-981d-4b55-8368-3b8a59c1120e,Falcon 9 Block 5 | Starlink Group 12-25,2025-03-18 19:57:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6907,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
171bf3b5-9b1c-4bd8-b64c-111257d06131,Falcon 9 Block 5 | NROL-57,2025-03-21 06:49:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6908,Eighth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_on_slc_image_20241024165956.jpg
c985cc7c-25ce-4bff-81ba-3b07334dae42,Falcon 9 Block 5 | NROL-69,2025-03-24 17:48:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6910,Classified payload for the US National Reconnaissance Office,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_on_slc_image_20250326100941.jpg
8bfaa532-18e6-4c40-9800-0714b5651f84,Falcon 9 Block 5 | Starlink Group 11-7,2025-03-26 22:11:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6913,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
a0058cfb-c868-44b6-82cb-7f4ed286b272,Falcon 9 Block 5 | Starlink Group 6-80,2025-03-31 19:52:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6916,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
8ce07863-00fd-4a90-b3e2-d1811a8f4f9d,Falcon 9 Block 5 | Fram2,2025-04-01 01:46:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6917,"Fram2 is the world’s first astronaut mission to polar orbit. Named after the Norwegian polar research ship Fram, the Crew Dragon spacecraft will launch into a 90° circular orbit from Florida, making it the first human spaceflight to fly over Earth’s polar regions from low-Earth orbit. A cupola will be installed on the Dragon spacecraft to allow for Earth observation from at an altitude of 425 – 450 km. 

During the 3-to-5-day mission, the crew will study green fragments and mauve ribbons of continuous emissions comparable to the phenomenon known as STEVE (Strong Thermal Emission Velocity Enhancement), persistently measured at an altitude of approximately 400 - 500 km above Earth’s atmosphere, among other studies. The crew will also work with SpaceX to conduct a variety of research to better understand the effects of spaceflight on the human body, which includes capturing the first human x-ray images in space, Just-in-Time training tools, and studying the effects of spaceflight on behavioural health.

Chun Wang, an entrepreneur and explorer who co-founded f2pool and stakefish, serves as the mission commander. The vehicle commander will be Jannicke Mikkelsen, a film director, and cinematographer. The vehicle pilot will be Eric Philips, a professional polar adventurer and guide who has completed ski expeditions to the North and South Poles. The final crew member will be mission specialist Rabea Rogge, a robotics researcher from Berlin, currently pursuing her PhD in Norway.",,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20210914155606.jpeg
ac88db1a-3416-4671-8ae5-be14ea825806,Falcon 9 Block 5 | Starlink Group 11-13,2025-04-04 01:02:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6920,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
c6a16e97-3191-49af-af18-5d2111b2dd26,Falcon 9 Block 5 | Starlink Group 6-72,2025-04-06 03:07:20+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6921,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
505662c5-fad1-485c-9e65-b72431443c74,Falcon 9 Block 5 | Starlink Group 11-11,2025-04-07 23:06:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6922,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
88675d6b-d504-4aa6-9175-69a8610a40dd,Falcon 9 Block 5 | NROL-192,2025-04-12 12:25:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6925,Ninth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_on_slc_image_20241024165956.jpg
cfe2177c-6ff0-4ccb-95d5-c8be3510ea65,Falcon 9 Block 5 | Starlink Group 12-17,2025-04-13 00:53:30+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6926,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
af19169f-5738-42b4-be80-bd583293c58f,Falcon 9 Block 5 | Starlink Group 6-73,2025-04-14 04:00:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6927,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
121ae1a6-dfff-4f31-9111-7841c2f09e86,Falcon 9 Block 5 | NROL-145,2025-04-20 12:29:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6930,Tenth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_on_slc_image_20241024165956.jpg
6f25718d-40d8-4c74-be30-b70674a0dfb3,Falcon 9 Block 5 | Dragon CRS-2 SpX-32,2025-04-21 08:15:45+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6931,"32nd commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA.

Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20210520085648.jpeg
affb557b-fd5d-4a27-b33e-5e37d03099e8,Falcon 9 Block 5 | Bandwagon 3 (Dedicated Mid-Inclination Rideshare),2025-04-22 00:48:34+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6932,Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_liftof_image_20250422125322.jpeg
a4f7594c-1391-4cfe-9c2b-f3abc59c3eca,Falcon 9 Block 5 | Starlink Group 6-74,2025-04-25 01:52:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6934,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
8bfe9ea6-71b9-4642-be1c-c87c098e480b,Falcon 9 Block 5 | Starlink Group 12-23,2025-04-28 02:09:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6936,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
b1605acf-4f76-4c80-9d3c-6d856dbd8a76,Falcon 9 Block 5 | Starlink Group 11-9,2025-04-28 20:42:30+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6938,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
306fbca9-d41b-44fa-b6aa-f14a7e3b887d,Falcon 9 Block 5 | Starlink Group 12-10,2025-04-29 02:34:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6940,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
1a105ccb-e59f-48e8-b853-c424bd8cc699,Falcon 9 Block 5 | Starlink Group 6-75,2025-05-02 01:51:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6943,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
8ffb4866-43c9-46c1-aaac-05bd37891b0a,Falcon 9 Block 5 | Starlink Group 6-84,2025-05-04 08:54:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6944,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
d5e8b971-0138-42d7-a6ba-7d43bf529d5e,Falcon 9 Block 5 | Starlink Group 6-93,2025-05-07 01:17:20+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6945,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
7b685ef7-f610-413f-bd4a-cc58aed97be2,Falcon 9 Block 5 | Starlink Group 15-3,2025-05-10 00:19:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6946,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
ebed9e27-bbd3-4c9c-a254-100ef978dd85,Falcon 9 Block 5 | Starlink Group 6-91,2025-05-10 06:28:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6947,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
0ab25471-b026-4252-93ab-89d91c1a7f4d,Falcon 9 Block 5 | Starlink Group 15-4,2025-05-13 01:15:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6950,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
1166593d-ea03-42eb-b44d-80d7bd09c39a,Falcon 9 Block 5 | Starlink Group 6-83,2025-05-13 05:02:20+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6951,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
05eef4ad-acc0-490d-822e-ce1c98f37c11,Falcon 9 Block 5 | Starlink Group 6-67,2025-05-14 16:38:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6953,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
17b4ef9c-7ee9-4a2a-a57e-dd973ecf573b,Falcon 9 Block 5 | Starlink Group 15-5,2025-05-16 13:43:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6954,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
38782ad8-6826-4594-bcca-ddcee8ff25e4,Falcon 9 Block 5 | Starlink Group 12-15,2025-05-21 03:19:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6960,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
b37179f7-1d22-4398-bd58-1d50d9d58344,Falcon 9 Block 5 | Starlink Group 11-16,2025-05-23 22:32:20+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6963,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
2f3402d8-998f-4659-a5f6-ced132098d2f,Falcon 9 Block 5 | Starlink Group 12-22,2025-05-24 17:19:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6964,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
02e56635-63a6-4abc-9f27-1e30f23bc7e1,Falcon 9 Block 5 | Starlink Group 17-1,2025-05-27 16:57:15+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6965,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
ef9b458b-bebf-4eb6-b970-8d77998616f3,Starship | Flight 9,2025-05-27 23:36:00+00:00,Launch Failure,Failure,Starship V2,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",,9th test flight of the two-stage Starship launch vehicle.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/starship_on_the_image_20250111100520.jpg
1c2d7f7c-20d1-4764-8be5-f5e651e6724e,Falcon 9 Block 5 | Starlink Group 10-32,2025-05-28 13:30:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6966,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
7abd2e55-aee8-42f5-8eb2-b44dfda45708,Falcon 9 Block 5 | GPS III SV08,2025-05-30 17:37:59+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6969,Eighth of ten GPS III missions.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_liftof_image_20250530202015.jpeg
53264b64-3f01-4745-a900-f5596c0e4ef8,Falcon 9 Block 5 | Starlink Group 11-18,2025-05-31 20:10:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6970,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
0c4546c7-80f2-4a0b-8580-f9f62767e326,Falcon 9 Block 5 | Starlink Group 12-19,2025-06-03 04:43:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6972,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
93f37c4a-f5d5-4c5d-b21a-a618c8540918,Falcon 9 Block 5 | Starlink Group 11-22,2025-06-04 23:40:30+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6973,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
b3f7dd08-1e48-498c-8fcb-193b8d54ed6b,Falcon 9 Block 5 | Sirius SXM-10,2025-06-07 04:54:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6975,"SXM-10 is the 11th high-powered, digital, audio radio satellite built by Maxar (SSL) for SiriusXM. The SXM-10 satellite will be based on Maxar’s proven 1300-class platform and built at the company’s manufacturing facility in Palo Alto, California. SXM-10 has a large, mesh, unfurlable reflector almost 10 meters in diameter that allows SiriusXM programming to reach its radios, including those in moving vehicles.",,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_liftof_image_20241206131356.jpg
fb36a6be-e8e1-4bb9-9833-7cf98aa91d78,Falcon 9 Block 5 | Starlink Group 15-8,2025-06-08 14:20:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6976,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
e084e9ae-5d37-4c4c-b6a9-1bc6047086f3,Falcon 9 Block 5 | Starlink Group 12-24,2025-06-10 13:05:40+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6977,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
20f57212-6c6c-45c9-ba80-b4f90a470c7c,Falcon 9 Block 5 | Starlink Group 15-6,2025-06-13 01:54:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6979,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
f52bce97-24cc-4ee5-9140-480c68bd65cf,Falcon 9 Block 5 | Starlink Group 12-26,2025-06-13 15:29:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6980,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
b9c7d6a5-49cc-4ce2-b1ef-1a4f3d049658,Falcon 9 Block 5 | Starlink Group 15-9,2025-06-17 03:36:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6982,A batch of 26 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
35c0c65c-3077-45e8-a374-790f7d202ccb,Falcon 9 Block 5 | Starlink Group 10-18,2025-06-18 05:55:10+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6983,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
f78364d9-3c60-4c72-a410-84a499233db0,Falcon 9 Block 5 | Starlink Group 10-23,2025-06-23 05:58:30+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6986,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
0d3c2ff0-3b31-4066-8b33-5759b6866c39,Falcon 9 Block 5 | Transporter 14 (Dedicated SSO Rideshare),2025-06-23 21:25:30+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",6988,Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_image_20230807133459.jpeg
0805af04-c2ea-4750-9eb4-f24f89eeb5d6,Falcon 9 Block 5 | Axiom Space Mission 4,2025-06-25 06:31:52+00:00,Launch Successful,Success,Falcon 9 Block 5,Launch Complex 39A,"Kennedy Space Center, FL, USA",6989,This is a Crew Dragon flight for a private company Axiom Space. The mission will carry a professionally trained commander alongside three private astronauts to and from the International Space Station. This crew will stay aboard space station for  at least eight days.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/crew_dragon_at__image_20250611155004.jpg
bf1ba689-89cb-4ca5-9a10-2187cbec279b,Falcon 9 Block 5 | Starlink Group 10-16,2025-06-25 19:54:50+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6990,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
6eec6708-ec59-4e83-94a9-3f861594bb0e,Falcon 9 Block 5 | Starlink Group 10-34,2025-06-28 04:26:00+00:00,Launch Successful,Success,Falcon 9 Block 5,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",6992,A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,,https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon2520925_image_20221009234147.png
